,FALSE,Name,Dialogue,senti_scores,compound,sentiment_category,,,
S3E1,FALSE,DIANE,Are we fighting about the book again? I don't remember where we left off last time.,"{'neg': 0.152, 'neu': 0.848, 'pos': 0.0, 'compound': -0.3612}",-0.3612,negative,,,
S3E1,FALSE,BOJACK,"No. Diane, not everything is about you. For once, I have a problem, and I need your help.","{'neg': 0.25, 'neu': 0.612, 'pos': 0.138, 'compound': -0.296}",-0.296,negative,,,
S3E1,FALSE,DIANE,"Okay, walk me through it again?","{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.2263}",0.2263,positive,,,
S3E1,FALSE,BOJACK,"I don't have time! It's already three hours later here! Thanks a lot. Once again, you've been no help whatsoever. Spoiler from the future, you suck. Sorry, you don't suck. I'm just...very stressed out right now. Bye. Oh, come on, come on.","{'neg': 0.241, 'neu': 0.649, 'pos': 0.11, 'compound': -0.6892}",-0.6892,negative,,,
S3E1,FALSE,HOLLYHOCK,I'm aware of the situation and I'm handling it.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E1,FALSE,BOJACK,But I haven't even--,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E1,FALSE,ANA,I'm handling it. I'll see you at the screening tonight.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E1,FALSE,BOJACK,But...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E1,FALSE,ANA,Don't be late.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E1,FALSE,TODD,BoJack!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E1,FALSE,BOJACK,Huh?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E1,FALSE,TODD,There you are. Stay right there. You will not believe the night I had. This city will eat you alive.,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.3818}",0.3818,positive,,,
S3E1,FALSE,BOJACK,Did you get the ice?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E1,FALSE,TODD,I'll be right back. I'm lost again!,"{'neg': 0.302, 'neu': 0.698, 'pos': 0.0, 'compound': -0.3802}",-0.3802,negative,,,
S3E1,FALSE,Peanutbutter,"All right, Oxnard. We are looking at a once in a lifetime opportunity. Too bad Todd's not here. He's always the bestat coming up with ideas that at first might seem terrible...","{'neg': 0.102, 'neu': 0.816, 'pos': 0.082, 'compound': -0.1779}",-0.1779,negative,,,
S3E1,FALSE,Oxnard,"Right. If he was here, he'd probably say something like, Hey, you know what's cool? Spaghetti strainers!","{'neg': 0.064, 'neu': 0.687, 'pos': 0.25, 'compound': 0.5848}",0.5848,positive,,,
S3E1,FALSE,MR. PEANUTBUTTER,Go on.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E1,FALSE,Oxnard,"And you'd say, ""I feel like I've seen that somewhere before.""","{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.3612}",0.3612,positive,,,
S3E1,FALSE,MR. PEANUTBUTTER,Hah! That is so me!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E1,FALSE,Oxnard,"And then he'd say, ""What if I told you that this spaghetti strainer is also a hat?""","{'neg': 0.114, 'neu': 0.886, 'pos': 0.0, 'compound': -0.2023}",-0.2023,negative,,,
S3E1,FALSE,MR. PEANUTBUTTER,A spaghetti strainer that's also a hat? That is a brilliant idea!,"{'neg': 0.14, 'neu': 0.543, 'pos': 0.317, 'compound': 0.5093}",0.5093,positive,,,
S3E1,FALSE,Oxnard,That's a terrible idea. That's my point!,"{'neg': 0.404, 'neu': 0.596, 'pos': 0.0, 'compound': -0.5255}",-0.5255,negative,,,
S3E1,FALSE,MR. PEANUTBUTTER,"Put that in the maybe pile. Right now, we need to focuson TV shows.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E1,FALSE,Oxnard,"I'm sure Todd would suggest, A Spaghetti Strainer That's Also A Hat","{'neg': 0.149, 'neu': 0.661, 'pos': 0.19, 'compound': 0.128}",0.128,positive,,,
S3E1,FALSE,MR. PEANUTBUTTER,"That's it! Todd, you've done it again.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E1,FALSE,Oxnard,No! Nobody's done anything.,"{'neg': 0.454, 'neu': 0.546, 'pos': 0.0, 'compound': -0.3595}",-0.3595,negative,,,
S3E1,FALSE,MR. PEANUTBUTTER,"Oxnard, I want you to buy out the entire spaghetti strainer warehouse. I mean, every spaghetti strainer they got. I'm putting all my money in spaghetti strainers for this show.","{'neg': 0.162, 'neu': 0.795, 'pos': 0.043, 'compound': -0.3818}",-0.3818,negative,,,
S3E1,FALSE,Oxnard,How is this a show?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E1,FALSE,MR. PEANUTBUTTER,Don't ask me. It's your idea.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E1,FALSE,HOLLYHOCK,I took care of our problem.,"{'neg': 0.303, 'neu': 0.337, 'pos': 0.36, 'compound': 0.128}",0.128,positive,,,
S3E1,FALSE,BOJACK,What did you do?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E1,FALSE,ANA,You don't need to know anything else. It's been taken care of.,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4939}",0.4939,positive,,,
S3E1,FALSE,BOJACK,"Ana...There-- There was a moment back at the hotel where...I really thought I blew it, I was scared it was all over, and--And then after, I was relieved. I don't know if I should win an Oscar. I don't know if I want to.","{'neg': 0.097, 'neu': 0.753, 'pos': 0.151, 'compound': 0.507}",0.507,positive,,,
S3E1,FALSE,HOLLYHOCK,Stop punishing yourself.,"{'neg': 0.853, 'neu': 0.147, 'pos': 0.0, 'compound': -0.7003}",-0.7003,negative,,,
S3E1,FALSE,BOJACK,I was in New Mexico.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E1,FALSE,ANA,None of that matters. All that matters now is the story. We get to decide what our story is. Nobody else gets to tell you what your story is.,"{'neg': 0.074, 'neu': 0.926, 'pos': 0.0, 'compound': -0.0382}",-0.0382,neutral,,,
S3E1,FALSE,BOJACK,What is my story?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E1,FALSE,ANA,"I'll tell you. This has been your dream for the last 30 years. You made it happen. An Oscar won't make you happy forever, it won't solve all your problems. You win that Oscar, the next day you go back to being you. But that night is a really good night. I think you deserve a really good night, and I know how to get you there. Do you want that?","{'neg': 0.066, 'neu': 0.756, 'pos': 0.178, 'compound': 0.8684}",0.8684,positive,,,
S3E1,FALSE,BOJACK,"Yes, I do.","{'neg': 0.0, 'neu': 0.27, 'pos': 0.73, 'compound': 0.4019}",0.4019,positive,,,
S3E1,FALSE,HOLLYHOCK,Go introduce your movie. Tell your story. Tomorrow we fly to Chicago.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E1,FALSE,BOJACK,"Being Secretariat isn't just about running fast. Secretariat's a state of mind. It's about doing the right thing, standing up for yourself. Why, I look around and I see a whole room full of Secretariats. You are Secretariat. And you are Secretariat. And you... are Secretariat.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E1,FALSE,Man,"BoJack, it's such a beautiful movie and I think such a textured performance. When you were on Horsin' Around, could you ever have imagined that you'd give a performance like this?","{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.7506}",0.7506,positive,,,
S3E1,FALSE,BOJACK,"Yes. Actually, I imagined it a lot. I always knew I was more than just a dumb TV actor. Even if other people didn't always know that. Seriously, though...that TV show...it wasn't me. This movie is me. And I can't tell you how great it feels to finally be doing the kind of work that I can be proud of.","{'neg': 0.083, 'neu': 0.76, 'pos': 0.157, 'compound': 0.6845}",0.6845,positive,,,
,,,,,,,,,
,FALSE,S3E2,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,BOJACK,Whoa.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,PRINCESS CAROLYN,"So, that was weird.","{'neg': 0.396, 'neu': 0.604, 'pos': 0.0, 'compound': -0.2415}",-0.2415,negative,,,
S3E2,FALSE,BOJACK,Yeah. Wait. Why did you think that was weird?,"{'neg': 0.156, 'neu': 0.642, 'pos': 0.202, 'compound': 0.128}",0.128,positive,,,
S3E2,FALSE,PRINCESS CAROLYN,"You know, you and me together, weird.","{'neg': 0.221, 'neu': 0.779, 'pos': 0.0, 'compound': -0.1779}",-0.1779,negative,,,
S3E2,FALSE,BOJACK,"So it's not because I did that talking penis thing, right? Just the general concept of us sleeping together that's weird, right?","{'neg': 0.093, 'neu': 0.907, 'pos': 0.0, 'compound': -0.264}",-0.264,negative,,,
S3E2,FALSE,PRINCESS CAROLYN,Yeah.,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",0.296,positive,,,
S3E2,FALSE,Radio,"Good morning, Hollywood. It's a beautiful morning in sunny 2007.","{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.8625}",0.8625,positive,,,
S3E2,FALSE,PRINCESS CAROLYN,"Oh, my God, 2007? Is that what time it is? I gotta get my Uggs on and get to work.","{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.3527}",0.3527,positive,,,
S3E2,FALSE,BOJACK,"Well, you sure you don't want to just hang around for a little bit? I got no plans.","{'neg': 0.161, 'neu': 0.614, 'pos': 0.225, 'compound': 0.3053}",0.3053,positive,,,
S3E2,FALSE,PRINCESS CAROLYN,"No, sadly, I have to go to my job, to help my boss find gigs for you to turn down.","{'neg': 0.211, 'neu': 0.675, 'pos': 0.114, 'compound': -0.3182}",-0.3182,negative,,,
S3E2,FALSE,BOJACK,"If Marv brought me something good, I would do it. Besides, I'm still decompressing from my last gig.","{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4404}",0.4404,positive,,,
S3E2,FALSE,PRINCESS CAROLYN,Horsin' Around? That ended 11 years ago.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,BOJACK,Really? Where does the time go?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,PRINCESS CAROLYN,"What, you're just gonna stay at home and get drunk all day?","{'neg': 0.179, 'neu': 0.821, 'pos': 0.0, 'compound': -0.34}",-0.34,negative,,,
S3E2,FALSE,BOJACK,Don't climb up my ass. I invited you to play hooky and hang out with me. I got a new HD DVD player. Let's get wrecked and get Shreked.,"{'neg': 0.117, 'neu': 0.803, 'pos': 0.08, 'compound': -0.2732}",-0.2732,negative,,,
S3E2,FALSE,PRINCESS CAROLYN,"BoJack, last night was fun and you're sweet, sort of. I don't want to make a thing of this.","{'neg': 0.069, 'neu': 0.642, 'pos': 0.289, 'compound': 0.6989}",0.6989,positive,,,
S3E2,FALSE,BOJACK,We agree. It's not a thing.,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.3612,positive,,,
S3E2,FALSE,PRINCESS CAROLYN,Not a thing.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,BOJACK,Definitely not a thing.,"{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019}",0.4019,positive,,,
S3E2,FALSE,PRINCESS CAROLYN,"No, this is not a thing.","{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.296}",-0.296,negative,,,
S3E2,FALSE,BOJACK,Yeah.,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",0.296,positive,,,
S3E2,FALSE,EMILY,"Hey, Todd, I think you just got a text.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,TODD,"""Who do you like, question mark, colon, bracket""?","{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.3612}",0.3612,positive,,,
S3E2,FALSE,EMILY,"That's a smiley face, homeslice. Who do you like?","{'neg': 0.0, 'neu': 0.536, 'pos': 0.464, 'compound': 0.6369}",0.6369,positive,,,
S3E2,FALSE,TODD,I don't like anyone.,"{'neg': 0.513, 'neu': 0.487, 'pos': 0.0, 'compound': -0.2755}",-0.2755,negative,,,
S3E2,FALSE,EMILY,That's ridonkulous. You have to like someone.,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}",0.3612,positive,,,
S3E2,FALSE,TODD,"If I have to, I guess, uh... Kimber?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,EMILY,Everyone likes Kimber. That's like saying you like Fergie.,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.7783}",0.7783,positive,,,
S3E2,FALSE,TODD,Who do you like?,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}",0.3612,positive,,,
S3E2,FALSE,EMILY,I'm not allowed to like anyone. My dad is real strict. Do you know The Sopranos?,"{'neg': 0.123, 'neu': 0.877, 'pos': 0.0, 'compound': -0.2755}",-0.2755,negative,,,
S3E2,FALSE,TODD,"The show, or that weird saxophone that Kenny G plays?","{'neg': 0.159, 'neu': 0.654, 'pos': 0.187, 'compound': 0.0772}",0.0772,positive,,,
S3E2,FALSE,EMILY,"The show, about the guy in the mob? That's what my dad does.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,TODD,"Whoa! Hey, speaking of mobs, we gotta bounce if we're gonna make that flash mob at the Grove. Man, I love flash mobs.","{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.6696}",0.6696,positive,,,
S3E2,FALSE,EMILY,"And I love you--Ubisoft's ""Assassin's Creed"". It's a new video game. Okay, let's go flash mob.","{'neg': 0.0, 'neu': 0.663, 'pos': 0.337, 'compound': 0.7269}",0.7269,positive,,,
S3E2,FALSE,TODD,Whoo! Flash mobs.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,Jessica Biel,I just don't know how I feel about my husband doing a bunch of wacky commercials overseas.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,MR. PEANUTBUTTER,"Not overseas, underseas. You're looking at the new face of Seaborn's Seahorse Milk.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,Jessica Biel,What the hell is seahorse milk?,"{'neg': 0.479, 'neu': 0.521, 'pos': 0.0, 'compound': -0.6808}",-0.6808,negative,,,
S3E2,FALSE,MR. PEANUTBUTTER,"Beats me, but you better believe I'm trusting Seaborn's. For all my seahorse milk needs.","{'neg': 0.0, 'neu': 0.637, 'pos': 0.363, 'compound': 0.8126}",0.8126,positive,,,
S3E2,FALSE,Jessica Biel,It just seems a little cheesy.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,MR. PEANUTBUTTER,"Hey, I'm not too big for anything. And my flip phone is blowing up with opportunities. Michael Vick made me a very strange offer. But I'm gonna hear him out. Always take the meeting.","{'neg': 0.045, 'neu': 0.903, 'pos': 0.052, 'compound': 0.0653}",0.0653,positive,,,
S3E2,FALSE,DIANE,Ahem. Can I help you?,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.4019}",0.4019,positive,,,
S3E2,FALSE,MR. PEANUTBUTTER,I'll have an Americano with steamed milk instead of water.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,DIANE,One latte?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,MR. PEANUTBUTTER,"For you, my second and final wife?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,Jessica Biel,"Oh, I usually like a cool drink when it's hot outside and a warm drink when it's cold outside. But today is a perfect day, so--","{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.836}",0.836,positive,,,
S3E2,FALSE,MR. PEANUTBUTTER,One lukewarm coffee for my gorgeous spouse.,"{'neg': 0.0, 'neu': 0.6, 'pos': 0.4, 'compound': 0.6124}",0.6124,positive,,,
S3E2,FALSE,DIANE,Name?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,Jessica Biel,"Jessica, obviously. I'm Jessica Biel?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,DIANE,Mmm... uh...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,Jessica Biel,From Stealth? Summer Catch? Rules Of Attraction? Nothing? Girl from Seventh Heaven who took her clothes off for that magazine?,"{'neg': 0.051, 'neu': 0.665, 'pos': 0.284, 'compound': 0.7882}",0.7882,positive,,,
S3E2,FALSE,DIANE,"Oh, yeah.","{'neg': 0.0, 'neu': 0.312, 'pos': 0.688, 'compound': 0.296}",0.296,positive,,,
S3E2,FALSE,MR. PEANUTBUTTER,"Thank you, Blarn?","{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",0.3612,positive,,,
S3E2,FALSE,DIANE,That's my name.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,Marv,"So she kissed a girl, huh? And she liked it? This I gotta see. Talk to you later. P.C., where are you hiding?","{'neg': 0.083, 'neu': 0.681, 'pos': 0.235, 'compound': 0.6147}",0.6147,positive,,,
S3E2,FALSE,PRINCESS CAROLYN,"Right out here, Marv, same place I've been for the last 14 years.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,Marv,Get in here and tell me what scripts I read this weekend.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,PRINCESS CAROLYN,We have three standouts here. A feature called No Country For Old Men. It's about a hunter who--,"{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.296}",-0.296,negative,,,
S3E2,FALSE,Marv,"Sorry, I fell asleep for a second because that title's too long. No Country For Old Men It's About A Hunter Who? Pass.","{'neg': 0.163, 'neu': 0.837, 'pos': 0.0, 'compound': -0.3612}",-0.3612,negative,,,
S3E2,FALSE,PRINCESS CAROLYN,Aaah!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,Marv,Titles should be two words. Pretty Woman. Beautiful Girls. Private Parts.,"{'neg': 0.0, 'neu': 0.559, 'pos': 0.441, 'compound': 0.7964}",0.7964,positive,,,
S3E2,FALSE,PRINCESS CAROLYN,"Then you might not like this next one, There Will Be Blood?","{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.2755}",-0.2755,negative,,,
S3E2,FALSE,Marv,"There will not be blood. I would have accepted There Will, or Be Blood. Firm pass.","{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.2732}",0.2732,positive,,,
S3E2,FALSE,PRINCESS CAROLYN,Oh! This last one is really special. It's a TV pilot from a veteran sitcomcwriter named Cuddlywhiskers called...Mitch's Life.,"{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.5081}",0.5081,positive,,,
S3E2,FALSE,Marv,"Now there's a title. I think if we attach the right talent, this could be a hit.","{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.4215}",0.4215,positive,,,
S3E2,FALSE,PRINCESS CAROLYN,You know who'd be great? BoJack Horseman.,"{'neg': 0.0, 'neu': 0.594, 'pos': 0.406, 'compound': 0.6249}",0.6249,positive,,,
S3E2,FALSE,Marv,"Don't make me laugh, because I have a heart condition and it could kill me. Every little thing I bring that guy, he turns down.","{'neg': 0.276, 'neu': 0.724, 'pos': 0.0, 'compound': -0.8236}",-0.8236,negative,,,
S3E2,FALSE,PRINCESS CAROLYN,"I think with the right project, BoJack could--","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,Marv,"Bup, bup, bup! P.C., do I get you coffee and pick up your dry cleaning and buy you peek-a-boo negligees for strange women you saw at the train station once?","{'neg': 0.07, 'neu': 0.93, 'pos': 0.0, 'compound': -0.2714}",-0.2714,negative,,,
S3E2,FALSE,PRINCESS CAROLYN,No.,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",-0.296,negative,,,
S3E2,FALSE,Marv,Then how about I don't do your job and you don't do my job?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,PRINCESS CAROLYN,"You know, I would like to be an agent someday.","{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}",0.3612,positive,,,
S3E2,FALSE,Marv,"Yeah, yeah, someday, sure. But for now, you're learning from one of the greats. Mark my words. The best agent in the world couldn't get that joker off his ass.","{'neg': 0.154, 'neu': 0.586, 'pos': 0.26, 'compound': 0.5179}",0.5179,positive,,,
S3E2,FALSE,PRINCESS CAROLYN,"Hmm...BoJack, I brought you Four Loko. I brought four Four Lokos. That's 16 Lokos.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,BOJACK,"Finally someone brings me an adequate amount of Lokos. Are you trying to get me drunk? You were trying to get me drunk. Where are you taking me, what am I wearing?","{'neg': 0.147, 'neu': 0.799, 'pos': 0.054, 'compound': -0.504}",-0.504,negative,,,
S3E2,FALSE,PRINCESS CAROLYN,"To a meeting, and your clothes.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,BOJACK,"Is this a fedora? What am I, Jason Mirzizzerzaz?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,PRINCESS CAROLYN,I don't know.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,BOJACK,You know who.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,PRINCESS CAROLYN,I knew you wouldn't take this meeting if I didn't trick you into it. Cuddlywhiskers has a great script and wants to meet you.,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.6426}",0.6426,positive,,,
S3E2,FALSE,BOJACK,"I have a script for you. It's called ""The BoJack Says No Chronicles"". Fade in, Princess Carolyn's car. Princess Carolyn ""Hey, BoJack, you want to do this dumbass thing?"" Act break. Act two. BoJack turns to Princess Carolyn. BoJack ""No, thank you."" End of episode.","{'neg': 0.131, 'neu': 0.792, 'pos': 0.077, 'compound': -0.5647}",-0.5647,negative,,,
S3E2,FALSE,Man,Hey! Aren't you the horse from Horsin' Around?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,BOJACK,"You see, this is why I don't go out amongst the not-famouses.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,PRINCESS CAROLYN,"Just do me a favor and take this meeting. If you're a good boy, we can do that weird French thing you saw in that Internet video. Ooh, parkour?","{'neg': 0.054, 'neu': 0.767, 'pos': 0.179, 'compound': 0.5994}",0.5994,positive,,,
S3E2,FALSE,Cuddlywhiskers,"This show came to mewhen I was in rehab. I realized I'm only here on this earth for a bit, why not dig deeper?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,BOJACK,Huh.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,Cuddlywhiskers,Don't get me wrong. I'm proud of the seven years I spent on Krill and Grace.,"{'neg': 0.0, 'neu': 0.587, 'pos': 0.413, 'compound': 0.8153}",0.8153,positive,,,
S3E2,FALSE,BOJACK,That show did so much for the way society views krill people.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,Cuddlywhiskers,"That show didn't make me happy. The awards, the money didn't make me happy.","{'neg': 0.3, 'neu': 0.55, 'pos': 0.15, 'compound': -0.4581}",-0.4581,negative,,,
S3E2,FALSE,BOJACK,Did you try spending the money on things?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,Cuddlywhiskers,"I started to feel like I was trapped in a giant plastic ball. BoJack, meet my lovely assistant, Jill Filipowicz.","{'neg': 0.143, 'neu': 0.591, 'pos': 0.266, 'compound': 0.4404}",0.4404,positive,,,
S3E2,FALSE,Jill Pill,Hey.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,BOJACK,Hi.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,Cuddlywhiskers,"Did I say you could speak, wench?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,Jill Pill,You can't talk to me like that.,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}",0.3612,positive,,,
S3E2,FALSE,Cuddlywhiskers,Clean up that mess this instant!,"{'neg': 0.263, 'neu': 0.421, 'pos': 0.315, 'compound': 0.126}",0.126,positive,,,
S3E2,FALSE,Jill Pill,No. I'm a dirty girl.,"{'neg': 0.718, 'neu': 0.282, 'pos': 0.0, 'compound': -0.6249}",-0.6249,negative,,,
S3E2,FALSE,BOJACK,Uh...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,Jill Pill,I'm filthy.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S3E2,FALSE,Cuddlywhiskers,You are being very bad.,"{'neg': 0.487, 'neu': 0.513, 'pos': 0.0, 'compound': -0.5849}",-0.5849,negative,,,
S3E2,FALSE,Jill Pill,You'll have to punish me later.,"{'neg': 0.405, 'neu': 0.595, 'pos': 0.0, 'compound': -0.5267}",-0.5267,negative,,,
